employee_id,leave_type,start,end,expected,source,outcome,breached,pass
SYN008089,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN008575,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN000663,ANNUAL,2026-09-28,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN005244,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN001436,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004870,LONG_SERVICE,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|NOT-002,true
SYN009098,ANNUAL,2026-09-28,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN006371,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN005835,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007019,ANNUAL,2026-09-28,2026-11-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN000181,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009004,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007541,ANNUAL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN002686,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN005097,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008100,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004616,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN006930,ANNUAL,2026-09-28,2026-12-20,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN005213,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007082,LONG_SERVICE,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN002036,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009155,LONG_SERVICE,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN003780,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007062,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003508,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006767,ANNUAL,2026-09-28,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN005693,TOIL,2026-09-28,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN009265,TOIL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006320,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007480,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN006702,ANNUAL,2026-09-28,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006150,TOIL,2026-09-28,2026-11-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN006843,ANNUAL,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008098,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN001168,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006627,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN000313,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN008558,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009482,PROF_DEV,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN000576,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008295,LONG_SERVICE,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001|NOT-002,true
SYN005656,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004179,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001898,PROF_DEV,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN005300,ANNUAL,2026-09-28,2026-10-14,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007359,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001|NOT-001|COV-002,true
SYN003170,ANNUAL,2026-09-28,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007545,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN004678,ANNUAL,2026-09-28,2026-10-12,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,NOT-001|COV-001,false
SYN009382,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007544,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006773,TOIL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN000539,LONG_SERVICE,2026-09-28,2026-11-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002|COV-001,false
SYN002181,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN005888,ANNUAL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009194,ANNUAL,2026-09-28,2026-10-03,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001412,ANNUAL,2026-09-28,2026-10-05,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009272,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN003957,ANNUAL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003401,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006692,TOIL,2026-09-28,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN004672,LONG_SERVICE,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|NOT-002,true
SYN006956,ANNUAL,2026-09-28,2026-10-06,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001599,TOIL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,COV-002,true
SYN003319,ANNUAL,2026-09-28,2026-11-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN003404,ADO,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,REQ-004|BAL-001,true
SYN005684,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008795,PROF_DEV,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-004,true
SYN007528,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007291,LONG_SERVICE,2026-09-28,2026-10-07,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|ELG-003|BAL-001|NOT-002,true
SYN001245,PROF_DEV,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN008310,TOIL,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008862,ANNUAL,2026-09-28,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|BAL-001|NOT-001,true
SYN003446,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001420,LONG_SERVICE,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN000960,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-002|BAL-003,true
SYN007002,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001159,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN006002,ANNUAL,2026-09-28,2026-10-16,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN003672,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-003,true
SYN002943,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN000747,LONG_SERVICE,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN005401,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN002874,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN006945,PROF_DEV,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN001625,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-001,true
SYN002964,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-001,true
SYN003340,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN000895,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN006528,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004327,ANNUAL,2026-09-28,2026-10-19,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN004483,LONG_SERVICE,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN006268,LONG_SERVICE,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN000982,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004524,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN002009,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004215,ANNUAL,2026-09-28,2026-10-25,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001785,ANNUAL,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008594,ANNUAL,2026-09-28,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003010,TOIL,2026-09-28,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006884,TOIL,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008689,ANNUAL,2026-09-28,2026-10-10,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,ELG-001|NOT-001,true
SYN006310,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-002|BAL-003,true
SYN005995,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN000496,ANNUAL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001193,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001980,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001793,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN000470,ANNUAL,2026-09-28,2026-11-08,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008174,LONG_SERVICE,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN006658,TOIL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN001466,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008547,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001283,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN005896,ADO,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN008403,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006516,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN003862,ANNUAL,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006045,LONG_SERVICE,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN008937,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN007166,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN008709,ANNUAL,2026-09-28,2026-10-05,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN005932,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN004978,LONG_SERVICE,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN002438,ANNUAL,2026-09-28,2026-11-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN008908,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN005873,TOIL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001,true
SYN009008,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007383,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008489,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003651,LONG_SERVICE,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002|COV-001,false
SYN001435,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN000792,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008600,ANNUAL,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008966,ANNUAL,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006337,LONG_SERVICE,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN000442,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007867,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006746,ANNUAL,2026-09-28,2026-09-30,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN009118,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-001|BAL-001|NOT-001,true
SYN000346,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN002370,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003171,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN004507,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003285,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN007094,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006246,TOIL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003,true
SYN005479,ANNUAL,2026-09-28,2026-10-18,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003086,TOIL,2026-09-28,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN006396,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN001505,ANNUAL,2026-09-28,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN007241,ANNUAL,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006281,ANNUAL,2026-09-28,2026-09-28,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN007936,ANNUAL,2026-09-28,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003013,PROF_DEV,2026-09-28,2026-10-03,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-004|COV-005,false
SYN006262,LONG_SERVICE,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-002,true
SYN007156,PROF_DEV,2026-09-28,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-004,true
SYN001783,ANNUAL,2026-09-28,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001|COV-001,false
SYN005365,ANNUAL,2026-09-29,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003459,ADO,2026-09-29,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,REQ-004|BAL-001,true
SYN004616,ANNUAL,2026-09-29,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN006891,ANNUAL,2026-09-29,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN005835,ANNUAL,2026-09-29,2026-10-01,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001,true
SYN003699,PROF_DEV,2026-09-29,2026-10-03,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,BAL-003|NOT-004,true
SYN005646,ANNUAL,2026-09-29,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN005213,ANNUAL,2026-09-29,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN002692,ANNUAL,2026-09-29,2026-10-09,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001032,ANNUAL,2026-09-29,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001905,ANNUAL,2026-09-29,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008200,ANNUAL,2026-09-29,2026-10-02,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006516,ANNUAL,2026-09-29,2026-10-11,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN008270,TOIL,2026-09-29,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,RECOMMEND_APPROVE,"",true
SYN004850,ANNUAL,2026-09-29,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN003180,LONG_SERVICE,2026-09-29,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-002,true
SYN000463,LONG_SERVICE,2026-09-29,2026-11-15,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN008003,ANNUAL,2026-09-29,2026-10-26,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN006414,ANNUAL,2026-09-29,2026-10-04,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001,true
SYN001039,LONG_SERVICE,2026-09-29,2026-10-23,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,ELG-003|BAL-001|NOT-002,true
SYN006738,ANNUAL,2026-09-29,2026-09-29,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,NEEDS_APPROVAL,NOT-001|COV-002,true
SYN001727,ANNUAL,2026-09-29,2026-10-13,NOT_DECLINED_ON_COVERAGE,booked leave in HR system,DECLINED,BAL-001|NOT-001|COV-002,false
